,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
9034,1,Internet,RoundTrip,5,88,2,6,DMKMEL,Australia,1,1,1,8.83,0
9035,1,Internet,RoundTrip,72,19,3,1,DMKMEL,Australia,0,0,0,8.83,0
9036,2,Internet,RoundTrip,36,17,14,5,DMKMEL,Australia,1,0,1,8.83,0
9037,1,Internet,RoundTrip,126,17,7,3,DMKMEL,Australia,1,0,0,8.83,0
9038,1,Internet,RoundTrip,46,29,11,3,DMKMEL,Australia,1,0,0,8.83,0
9039,2,Internet,RoundTrip,21,56,8,7,DMKMEL,Australia,1,1,1,8.83,0
9040,2,Internet,RoundTrip,150,57,4,2,DMKMEL,Australia,1,1,1,8.83,0
9041,1,Mobile,RoundTrip,68,33,5,3,DMKMEL,Australia,1,0,0,8.83,0
9042,1,Internet,RoundTrip,62,28,3,5,DMKMEL,Australia,1,0,0,8.83,0
9043,1,Internet,RoundTrip,218,28,4,2,DMKMEL,Australia,1,0,1,8.83,0
9044,1,Internet,RoundTrip,0,21,3,7,DMKMEL,Australia,0,0,0,8.83,0
9045,1,Internet,RoundTrip,113,22,12,1,DMKMEL,Australia,1,0,1,8.83,0
9046,1,Internet,RoundTrip,249,22,15,4,DMKMEL,Australia,1,0,1,8.83,0
9047,1,Internet,RoundTrip,19,24,21,3,DMKMEL,Australia,0,0,1,8.83,0
9048,1,Internet,RoundTrip,121,26,0,6,DMKMEL,Thailand,1,1,0,8.83,1
9049,1,Mobile,RoundTrip,2,17,1,6,DMKMEL,Australia,1,0,1,8.83,0
9050,2,Internet,RoundTrip,140,42,7,2,DMKMEL,Australia,1,1,0,8.83,0
9051,1,Internet,RoundTrip,0,83,8,2,DMKMEL,Thailand,1,1,1,8.83,0
9052,1,Internet,RoundTrip,46,22,11,2,DMKMEL,Australia,1,0,0,8.83,0
9053,2,Internet,RoundTrip,37,19,15,7,DMKMEL,Thailand,1,1,1,8.83,1
9054,2,Mobile,RoundTrip,111,32,2,3,DMKMEL,Australia,1,1,1,8.83,0
9055,1,Internet,RoundTrip,73,42,10,1,DMKMEL,Australia,1,0,0,8.83,0
9056,3,Internet,RoundTrip,370,19,1,1,DMKMEL,Australia,1,1,0,8.83,0
9057,5,Internet,RoundTrip,228,17,11,5,DMKMEL,Australia,1,0,0,8.83,0
9058,2,Internet,RoundTrip,114,20,7,2,DMKMEL,Australia,1,0,1,8.83,0
9059,1,Internet,RoundTrip,39,23,14,5,DMKMEL,Thailand,1,0,1,8.83,0
9060,1,Internet,RoundTrip,39,20,8,5,DMKMEL,Australia,0,0,0,8.83,0
9061,1,Internet,RoundTrip,39,17,15,1,DMKMEL,Australia,0,1,1,8.83,0
9062,2,Internet,RoundTrip,68,23,10,4,DMKMEL,Australia,0,1,1,8.83,0
9063,1,Internet,RoundTrip,18,18,2,2,DMKMEL,Australia,0,0,0,8.83,0
9064,1,Internet,RoundTrip,79,30,12,3,DMKMEL,Australia,1,0,0,8.83,0
9065,1,Internet,RoundTrip,91,31,7,4,DMKMEL,Australia,1,0,1,8.83,0
9066,2,Internet,RoundTrip,29,23,11,1,DMKMEL,Australia,1,0,1,8.83,0
9067,1,Internet,RoundTrip,40,29,0,3,DMKMEL,Australia,0,0,0,8.83,0
9068,1,Internet,RoundTrip,5,17,11,2,DMKMEL,Australia,0,0,0,8.83,0
9069,2,Internet,RoundTrip,86,27,5,1,DMKMEL,Australia,1,1,1,8.83,0
9070,1,Internet,RoundTrip,8,21,11,5,DMKMEL,Australia,1,0,0,8.83,0
9071,1,Internet,RoundTrip,37,30,10,2,DMKMEL,Australia,1,0,1,8.83,0
9072,1,Internet,RoundTrip,22,27,13,7,DMKMEL,Australia,1,0,0,8.83,0
9073,2,Internet,RoundTrip,173,61,12,4,DMKMEL,Australia,1,0,1,8.83,0
9074,2,Internet,RoundTrip,68,38,6,3,DMKMEL,Australia,1,0,0,8.83,0
9075,1,Internet,RoundTrip,7,42,2,7,DMKMEL,Australia,1,0,0,8.83,0
9076,2,Internet,RoundTrip,106,35,23,7,DMKMEL,Canada,1,1,1,8.83,0
9077,2,Internet,RoundTrip,63,23,23,4,DMKMEL,Australia,1,0,0,8.83,0
9078,1,Internet,RoundTrip,6,43,5,2,DMKMEL,Australia,1,1,0,8.83,0
9079,1,Internet,RoundTrip,6,193,23,6,DMKMEL,Australia,1,1,1,8.83,0
9080,1,Internet,RoundTrip,62,22,1,6,DMKMEL,Australia,1,1,1,8.83,0
9081,1,Internet,RoundTrip,24,30,5,6,DMKMEL,Australia,0,0,0,8.83,1
9082,4,Internet,RoundTrip,81,30,23,5,DMKMEL,Australia,1,0,1,8.83,0
9083,2,Internet,RoundTrip,33,40,5,6,DMKMEL,Australia,0,0,0,8.83,0
9084,1,Internet,RoundTrip,7,19,23,3,DMKMEL,Australia,1,0,0,8.83,0
9085,1,Mobile,RoundTrip,68,33,5,3,DMKMEL,Australia,1,0,0,8.83,0
9086,1,Internet,RoundTrip,195,20,5,7,DMKMEL,Australia,0,1,0,8.83,0
9087,1,Internet,RoundTrip,94,20,9,2,DMKMEL,Australia,0,0,0,8.83,0
9088,1,Internet,RoundTrip,13,25,9,6,DMKMEL,Australia,0,0,1,8.83,0
9089,1,Internet,RoundTrip,27,1,7,3,DMKMEL,Thailand,0,0,0,8.83,0
9090,2,Internet,RoundTrip,85,29,2,3,DMKMEL,Australia,1,0,1,8.83,0
9091,1,Internet,RoundTrip,77,29,1,5,DMKMEL,Australia,1,0,0,8.83,0
9092,1,Internet,RoundTrip,70,45,10,3,DMKMEL,New Zealand,1,1,1,8.83,0
9093,1,Internet,RoundTrip,22,31,10,2,DMKMEL,Thailand,0,0,1,8.83,1
9094,1,Internet,RoundTrip,1,30,7,7,DMKMEL,Australia,1,0,0,8.83,0
9095,1,Internet,RoundTrip,84,37,9,7,DMKMEL,Australia,1,1,0,8.83,0
9096,2,Internet,RoundTrip,26,18,10,2,DMKMEL,Australia,1,0,1,8.83,0
9097,1,Internet,RoundTrip,4,89,13,5,DMKMEL,Thailand,1,1,1,8.83,0
9098,1,Internet,RoundTrip,48,19,5,1,DMKMEL,Australia,0,0,1,8.83,0
9099,1,Internet,RoundTrip,55,39,15,2,DMKMEL,Thailand,1,1,1,8.83,0
9100,1,Internet,RoundTrip,117,24,8,1,DMKMEL,Australia,1,0,0,8.83,0
9101,1,Internet,RoundTrip,66,26,11,1,DMKMEL,Australia,0,0,0,8.83,0
9102,1,Internet,RoundTrip,47,31,11,1,DMKMEL,New Caledonia,1,0,0,8.83,0
9103,2,Internet,RoundTrip,158,21,15,7,DMKMEL,Belgium,1,1,1,8.83,0
9104,2,Internet,RoundTrip,243,24,12,5,DMKMEL,Australia,1,0,1,8.83,0
9105,1,Mobile,RoundTrip,73,21,14,6,DMKMEL,Australia,0,0,0,8.83,0
9106,1,Internet,RoundTrip,56,30,15,2,DMKMEL,Laos,1,0,0,8.83,0
9107,1,Mobile,RoundTrip,36,22,4,1,DMKMEL,Australia,0,0,0,8.83,0
9108,1,Internet,RoundTrip,153,28,5,7,DMKMEL,Australia,1,0,0,8.83,0
9109,1,Internet,RoundTrip,20,17,12,3,DMKMEL,Thailand,0,0,0,8.83,0
9110,1,Internet,RoundTrip,41,23,7,2,DMKMEL,Australia,0,0,0,8.83,0
9111,1,Internet,RoundTrip,68,26,1,6,DMKMEL,Canada,1,0,0,8.83,0
9112,1,Internet,RoundTrip,169,83,23,2,DMKMEL,Australia,1,1,1,8.83,0
9113,1,Internet,RoundTrip,32,22,9,5,DMKMEL,Australia,0,0,1,8.83,0
9114,1,Internet,RoundTrip,54,28,6,6,DMKMEL,Australia,1,0,0,8.83,0
9115,1,Internet,RoundTrip,124,29,11,4,DMKMEL,Australia,1,1,1,8.83,0
9116,1,Internet,RoundTrip,54,32,4,4,DMKMEL,Australia,0,0,0,8.83,0
9117,3,Internet,RoundTrip,94,32,13,1,DMKMEL,Australia,1,0,1,8.83,0
9118,2,Internet,RoundTrip,11,17,10,7,DMKMEL,Australia,0,0,0,8.83,0
9119,1,Internet,RoundTrip,128,24,22,4,DMKMEL,Australia,0,0,0,8.83,0
9120,1,Internet,RoundTrip,119,17,13,4,DMKMEL,Australia,0,0,0,8.83,0
9121,1,Internet,RoundTrip,70,17,11,7,DMKMEL,Australia,0,0,0,8.83,0
9122,1,Internet,RoundTrip,190,24,3,4,DMKMEL,Australia,0,1,0,8.83,0
9123,1,Mobile,RoundTrip,35,40,0,3,DMKMEL,Thailand,1,1,0,8.83,0
9124,1,Internet,RoundTrip,280,29,17,1,DMKMEL,United Kingdom,1,0,0,8.83,0
9125,1,Internet,RoundTrip,11,17,11,4,DMKMEL,Australia,1,1,1,8.83,0
9126,1,Internet,RoundTrip,34,85,6,3,DMKMEL,Australia,1,0,1,8.83,0
9127,1,Mobile,RoundTrip,272,20,11,4,DMKMEL,Australia,0,1,1,8.83,0
9128,4,Internet,RoundTrip,103,22,4,4,DMKMEL,Australia,1,1,1,8.83,0
9129,1,Internet,RoundTrip,28,29,0,7,DMKMEL,Australia,0,0,0,8.83,0
9130,1,Internet,RoundTrip,8,60,20,1,DMKMEL,Australia,1,0,0,8.83,0
9131,2,Internet,RoundTrip,28,32,8,2,DMKMEL,Netherlands,1,0,0,8.83,0
9132,1,Internet,RoundTrip,41,19,23,4,DMKMEL,Australia,1,0,1,8.83,0
9133,1,Internet,OneWay,68,1,6,2,DMKMEL,Australia,1,0,1,8.83,0
9134,1,Internet,RoundTrip,0,23,0,2,DMKMEL,Australia,1,0,0,8.83,1
9135,1,Internet,RoundTrip,214,19,9,1,DMKMEL,Australia,0,0,0,8.83,0
9136,2,Internet,RoundTrip,70,25,6,5,DMKMEL,Australia,0,0,0,8.83,0
9137,1,Internet,RoundTrip,66,22,9,3,DMKMEL,Australia,1,0,0,8.83,0
9138,3,Internet,RoundTrip,41,17,11,5,DMKMEL,Australia,0,0,0,8.83,0
9139,1,Internet,RoundTrip,22,23,8,1,DMKMEL,Australia,0,0,0,8.83,0
9140,1,Internet,RoundTrip,152,19,1,7,DMKMEL,Australia,0,0,0,8.83,0
9141,1,Internet,RoundTrip,29,63,15,6,DMKMEL,Australia,1,0,0,8.83,0
9142,1,Internet,RoundTrip,183,23,9,4,DMKMEL,Australia,1,0,1,8.83,0
9143,1,Internet,RoundTrip,37,20,14,5,DMKMEL,Thailand,1,1,1,8.83,0
9144,1,Internet,RoundTrip,71,116,3,6,DMKMEL,Australia,1,1,1,8.83,0
9145,1,Mobile,RoundTrip,68,33,5,3,DMKMEL,Australia,1,0,0,8.83,0
9146,1,Mobile,RoundTrip,68,33,5,3,DMKMEL,Australia,1,0,0,8.83,0
9147,1,Internet,RoundTrip,24,38,13,5,DMKMEL,Australia,1,1,0,8.83,0
9148,2,Internet,RoundTrip,58,18,22,4,DMKMEL,Australia,1,0,1,8.83,1
9149,2,Internet,RoundTrip,174,30,0,7,DMKMEL,Australia,1,0,1,8.83,0
9150,2,Internet,RoundTrip,19,18,6,5,DMKMEL,Australia,1,0,0,8.83,0
9151,1,Mobile,RoundTrip,55,26,3,3,DMKMEL,Australia,1,0,0,8.83,0
9152,2,Internet,RoundTrip,13,22,4,3,DMKMEL,Australia,1,1,1,8.83,0
9153,1,Internet,RoundTrip,13,21,15,3,DMKMEL,Australia,1,0,1,8.83,0
9154,1,Internet,RoundTrip,51,31,10,4,DMKMEL,Australia,1,0,1,8.83,0
9155,1,Internet,RoundTrip,59,20,14,7,DMKMEL,Australia,0,1,0,8.83,0
9156,1,Internet,RoundTrip,33,25,6,6,DMKMEL,Thailand,1,1,1,8.83,1
9157,2,Internet,RoundTrip,221,42,12,1,DMKMEL,Australia,0,0,0,8.83,0
9158,4,Internet,RoundTrip,70,22,10,2,DMKMEL,Australia,1,0,0,8.83,0
9159,1,Mobile,RoundTrip,56,27,13,4,DMKMEL,Thailand,1,0,0,8.83,1
9160,1,Internet,RoundTrip,79,17,8,7,DMKMEL,Australia,0,0,0,8.83,1
9161,2,Internet,RoundTrip,171,18,6,4,DMKMEL,Australia,1,0,0,8.83,0
9162,1,Internet,RoundTrip,39,171,10,3,DMKMEL,Thailand,1,0,1,8.83,0
9163,1,Internet,RoundTrip,121,30,1,3,DMKMEL,Australia,0,0,1,8.83,0
9164,1,Internet,RoundTrip,66,33,13,4,DMKMEL,Australia,1,0,1,8.83,0
9165,1,Mobile,RoundTrip,57,18,15,3,DMKMEL,Panama,1,0,1,8.83,0
9166,1,Mobile,RoundTrip,21,89,2,6,DMKMEL,Thailand,1,1,1,8.83,0
9167,1,Internet,RoundTrip,9,21,14,4,DMKMEL,Australia,1,0,0,8.83,0
9168,1,Internet,RoundTrip,25,23,3,3,DMKMEL,Australia,1,0,0,8.83,0
9169,1,Internet,RoundTrip,120,17,12,5,DMKMEL,Australia,0,0,0,8.83,0
9170,2,Internet,RoundTrip,278,20,7,3,DMKMEL,Thailand,1,1,1,8.83,1
9171,2,Internet,RoundTrip,53,32,7,2,DMKMEL,Australia,1,0,1,8.83,0
9172,1,Internet,RoundTrip,30,43,8,5,DMKMEL,Australia,1,0,1,8.83,0
9173,2,Internet,RoundTrip,251,38,0,1,DMKMEL,Australia,0,0,0,8.83,0
9174,1,Internet,RoundTrip,142,46,15,6,DMKMEL,Australia,0,1,0,8.83,0
9175,2,Internet,RoundTrip,149,19,3,7,DMKMEL,Australia,1,0,0,8.83,0
9176,1,Internet,RoundTrip,11,17,14,3,DMKMEL,Australia,0,0,1,8.83,0
9177,1,Internet,RoundTrip,29,19,11,2,DMKMEL,Australia,1,0,1,8.83,0
9178,1,Internet,RoundTrip,7,30,5,2,DMKMEL,Australia,0,0,0,8.83,0
9179,1,Internet,RoundTrip,26,29,16,3,DMKMEL,Australia,1,1,0,8.83,0
9180,1,Internet,RoundTrip,74,20,9,4,DMKMEL,Myanmar (Burma),0,0,0,8.83,0
9181,2,Internet,RoundTrip,290,40,6,4,DMKMEL,Australia,0,0,0,8.83,0
9182,1,Internet,RoundTrip,89,63,7,4,DMKMEL,Australia,0,0,0,8.83,0
9183,1,Internet,RoundTrip,262,17,2,1,DMKMEL,Thailand,1,1,0,8.83,0
9184,2,Internet,RoundTrip,24,19,11,2,DMKMEL,Australia,0,0,0,8.83,0
9185,1,Internet,RoundTrip,84,29,7,3,DMKMEL,Australia,1,0,1,8.83,0
9186,2,Internet,RoundTrip,106,20,3,1,DMKMEL,Australia,1,0,1,8.83,0
9187,2,Internet,RoundTrip,7,20,4,6,DMKMRU,Thailand,1,1,1,7.42,0
9188,4,Internet,RoundTrip,95,19,1,7,DMKMRU,Thailand,1,1,0,7.42,0
9189,1,Internet,RoundTrip,13,17,6,6,DMKMRU,Mauritius,0,1,1,7.42,0
9190,1,Internet,RoundTrip,121,59,8,4,DMKMRU,Mauritius,0,0,0,7.42,1
9191,1,Internet,RoundTrip,8,22,5,7,DMKMRU,Thailand,1,0,0,7.42,1
9192,1,Mobile,RoundTrip,10,17,8,3,DMKMRU,Germany,0,0,0,7.42,0
9193,1,Internet,RoundTrip,36,57,8,3,DMKMRU,Thailand,1,0,0,7.42,1
9194,1,Internet,RoundTrip,15,17,13,4,DMKMRU,France,1,1,0,7.42,0
9195,1,Internet,RoundTrip,161,171,0,1,DMKOOL,Australia,0,0,0,8.83,0
9196,2,Internet,RoundTrip,54,29,1,6,DMKOOL,Australia,1,0,0,8.83,0
9197,1,Internet,RoundTrip,8,58,3,4,DMKOOL,Australia,1,1,1,8.83,0
9198,1,Internet,RoundTrip,5,31,9,5,DMKOOL,Australia,1,0,0,8.83,0
9199,1,Internet,RoundTrip,14,18,11,3,DMKOOL,Australia,0,0,1,8.83,0
9200,1,Mobile,RoundTrip,56,26,1,6,DMKOOL,Australia,0,0,0,8.83,0
9201,1,Internet,RoundTrip,14,176,23,6,DMKOOL,New Zealand,1,1,1,8.83,0
9202,1,Internet,RoundTrip,11,29,12,4,DMKOOL,Australia,1,0,0,8.83,0
9203,1,Internet,RoundTrip,20,89,6,6,DMKOOL,Australia,1,0,0,8.83,0
9204,1,Internet,RoundTrip,6,66,11,7,DMKOOL,Australia,1,0,0,8.83,0
9205,4,Internet,RoundTrip,82,21,6,3,DMKOOL,Australia,1,1,1,8.83,0
9206,1,Internet,RoundTrip,133,23,1,3,DMKOOL,Australia,0,0,1,8.83,0
9207,1,Internet,RoundTrip,10,89,23,7,DMKOOL,Australia,1,0,0,8.83,0
9208,1,Internet,RoundTrip,88,29,6,7,DMKOOL,Australia,1,1,0,8.83,0
9209,1,Internet,RoundTrip,4,28,12,3,DMKOOL,Australia,1,0,1,8.83,0
9210,1,Mobile,RoundTrip,105,18,5,6,DMKOOL,Australia,1,0,1,8.83,0
9211,1,Internet,RoundTrip,29,27,3,6,DMKOOL,Australia,0,0,0,8.83,0
9212,1,Internet,RoundTrip,18,30,3,2,DMKOOL,Australia,0,0,0,8.83,0
9213,1,Internet,RoundTrip,222,21,8,2,DMKOOL,Australia,0,0,0,8.83,0
9214,1,Internet,RoundTrip,105,18,8,6,DMKOOL,Australia,0,0,0,8.83,0
9215,1,Internet,RoundTrip,17,58,0,5,DMKOOL,Australia,1,1,0,8.83,0
9216,2,Internet,RoundTrip,0,18,5,5,DMKOOL,Australia,1,0,0,8.83,0
9217,1,Internet,RoundTrip,107,19,5,4,DMKOOL,Australia,1,0,1,8.83,0
9218,2,Internet,RoundTrip,181,17,4,2,DMKOOL,Australia,0,0,0,8.83,0
9219,1,Internet,RoundTrip,294,18,3,5,DMKOOL,Australia,1,1,1,8.83,0
9220,4,Internet,RoundTrip,315,21,3,6,DMKOOL,United Kingdom,1,1,1,8.83,0
9221,1,Internet,RoundTrip,21,28,11,1,DMKOOL,Australia,0,0,0,8.83,0
9222,1,Internet,RoundTrip,140,38,7,2,DMKOOL,Australia,1,1,1,8.83,0
9223,1,Internet,RoundTrip,40,91,12,5,DMKOOL,Australia,1,0,1,8.83,0
9224,1,Internet,RoundTrip,131,18,2,1,DMKOOL,Australia,1,0,0,8.83,0
9225,1,Internet,RoundTrip,71,21,18,4,DMKOOL,Australia,1,0,0,8.83,0
9226,2,Internet,RoundTrip,64,21,10,6,DMKOOL,Australia,1,0,0,8.83,0
9227,2,Internet,RoundTrip,390,18,3,7,DMKOOL,Australia,1,1,0,8.83,0
9228,1,Internet,RoundTrip,16,24,14,2,DMKOOL,United States,1,0,1,8.83,1
9229,1,Internet,RoundTrip,26,24,11,3,DMKOOL,Australia,0,0,0,8.83,0
9230,1,Internet,RoundTrip,50,37,5,6,DMKOOL,Australia,1,0,1,8.83,0
9231,1,Internet,RoundTrip,136,64,4,6,DMKOOL,Thailand,1,1,1,8.83,0
9232,1,Internet,RoundTrip,41,18,23,7,DMKOOL,Australia,0,1,0,8.83,0
9233,3,Internet,RoundTrip,78,18,1,1,DMKOOL,Australia,1,0,1,8.83,0
9234,2,Internet,RoundTrip,214,91,9,4,DMKOOL,Australia,1,0,1,8.83,0
9235,1,Mobile,RoundTrip,43,17,5,4,DMKOOL,Australia,0,1,0,8.83,0
9236,3,Internet,RoundTrip,29,72,4,7,DMKOOL,Thailand,1,0,0,8.83,0
9237,1,Internet,RoundTrip,4,53,6,4,DMKOOL,Australia,1,0,1,8.83,0
9238,1,Mobile,RoundTrip,17,90,11,7,DMKOOL,Thailand,0,0,0,8.83,0
9239,1,Internet,RoundTrip,68,29,9,6,DMKOOL,Australia,1,1,1,8.83,0
9240,3,Internet,RoundTrip,150,17,1,7,DMKOOL,Australia,1,0,0,8.83,0
9241,1,Internet,RoundTrip,81,23,6,4,DMKOOL,Australia,0,0,0,8.83,0
9242,1,Internet,RoundTrip,6,31,11,2,DMKOOL,Australia,1,0,1,8.83,0
9243,2,Internet,RoundTrip,146,25,3,1,DMKOOL,Australia,1,1,1,8.83,0
9244,1,Internet,RoundTrip,58,18,1,3,DMKOOL,Australia,1,0,0,8.83,0
9245,2,Internet,RoundTrip,125,24,0,1,DMKOOL,Australia,0,1,1,8.83,0
9246,1,Internet,RoundTrip,20,49,5,4,DMKOOL,Australia,1,1,1,8.83,0
9247,1,Internet,RoundTrip,56,30,1,4,DMKOOL,Australia,1,1,1,8.83,0
9248,1,Internet,RoundTrip,66,18,15,2,DMKOOL,Thailand,0,0,0,8.83,1
9249,1,Internet,RoundTrip,41,21,4,4,DMKOOL,Australia,1,0,0,8.83,0
9250,1,Internet,RoundTrip,23,21,6,5,DMKOOL,Australia,0,0,0,8.83,0
9251,1,Mobile,RoundTrip,4,34,9,7,DMKOOL,Australia,0,0,0,8.83,0
9252,2,Internet,RoundTrip,22,17,2,6,DMKOOL,Australia,1,0,0,8.83,0
9253,2,Internet,RoundTrip,139,23,10,1,DMKOOL,Australia,1,0,0,8.83,0
9254,1,Internet,RoundTrip,4,17,23,4,DMKOOL,Australia,1,1,1,8.83,0
9255,1,Internet,RoundTrip,11,89,6,3,DMKOOL,Australia,1,0,0,8.83,0
9256,1,Internet,RoundTrip,26,45,10,3,DMKOOL,Australia,1,0,1,8.83,0
9257,1,Internet,RoundTrip,15,28,12,2,DMKOOL,Australia,0,0,0,8.83,0
9258,1,Internet,RoundTrip,61,87,10,1,DMKOOL,Australia,1,1,1,8.83,0
9259,1,Internet,RoundTrip,88,30,9,4,DMKOOL,Australia,0,0,0,8.83,0
9260,3,Internet,RoundTrip,115,18,0,6,DMKOOL,Australia,1,0,0,8.83,0
9261,3,Internet,RoundTrip,118,28,0,4,DMKOOL,Australia,1,1,0,8.83,0
9262,1,Mobile,RoundTrip,4,18,9,4,DMKOOL,Australia,0,1,0,8.83,0
9263,1,Internet,RoundTrip,21,86,6,1,DMKOOL,Australia,1,0,0,8.83,0
9264,1,Internet,RoundTrip,43,41,5,1,DMKOOL,Australia,0,0,0,8.83,0
9265,1,Internet,RoundTrip,95,23,6,1,DMKOOL,Australia,1,0,0,8.83,1
9266,1,Internet,RoundTrip,27,46,3,4,DMKOOL,Australia,1,1,1,8.83,0
9267,2,Internet,RoundTrip,244,23,11,1,DMKOOL,Australia,1,1,1,8.83,0
9268,1,Internet,RoundTrip,40,27,13,6,DMKOOL,Australia,0,0,0,8.83,0
9269,1,Internet,RoundTrip,208,44,3,3,DMKOOL,Australia,1,0,0,8.83,0
9270,1,Internet,RoundTrip,26,175,0,3,DMKOOL,Australia,1,0,0,8.83,0
9271,1,Internet,RoundTrip,89,17,5,4,DMKOOL,Australia,0,0,0,8.83,0
9272,1,Internet,RoundTrip,47,29,9,1,DMKOOL,Australia,0,1,1,8.83,0
9273,2,Internet,RoundTrip,60,21,7,1,DMKOOL,Australia,1,0,0,8.83,0
9274,4,Internet,RoundTrip,113,17,6,4,DMKOOL,Australia,1,1,1,8.83,0
9275,1,Internet,RoundTrip,88,21,7,4,DMKOOL,Australia,0,0,0,8.83,0
9276,2,Internet,RoundTrip,83,41,11,3,DMKOOL,Australia,1,0,0,8.83,0
9277,1,Internet,RoundTrip,209,43,9,3,DMKOOL,Thailand,1,0,1,8.83,0
9278,1,Internet,RoundTrip,48,19,12,5,DMKOOL,Australia,0,1,0,8.83,0
9279,1,Mobile,RoundTrip,58,19,1,7,DMKOOL,Australia,0,0,1,8.83,0
9280,2,Internet,RoundTrip,167,25,11,1,DMKOOL,Australia,1,0,1,8.83,0
9281,1,Internet,RoundTrip,20,28,7,2,DMKOOL,Australia,1,0,0,8.83,0
9282,2,Internet,RoundTrip,10,26,3,3,DMKOOL,Australia,0,1,0,8.83,0
9283,2,Internet,RoundTrip,134,23,0,5,DMKOOL,Australia,1,0,1,8.83,0
9284,2,Internet,RoundTrip,51,21,1,2,DMKOOL,Australia,1,1,0,8.83,0
9285,1,Internet,RoundTrip,64,17,6,4,DMKOOL,Australia,0,0,1,8.83,0
9286,1,Internet,RoundTrip,14,21,23,4,DMKOOL,Australia,0,1,0,8.83,0
9287,1,Internet,RoundTrip,13,83,13,4,DMKOOL,Thailand,1,0,0,8.83,0
9288,1,Internet,RoundTrip,199,49,2,5,DMKOOL,United States,0,0,0,8.83,0
9289,1,Internet,RoundTrip,116,31,13,2,DMKOOL,Spain,1,0,0,8.83,0
9290,1,Internet,RoundTrip,19,17,1,3,DMKOOL,Australia,1,0,1,8.83,0
9291,1,Internet,RoundTrip,182,28,22,5,DMKOOL,Australia,0,1,0,8.83,0
9292,1,Internet,RoundTrip,6,27,23,4,DMKOOL,Australia,0,1,1,8.83,0
9293,2,Internet,RoundTrip,17,23,3,3,DMKOOL,Australia,0,0,0,8.83,0
9294,1,Internet,RoundTrip,45,28,7,5,DMKOOL,Australia,1,1,1,8.83,0
9295,1,Internet,RoundTrip,72,32,5,2,DMKOOL,Thailand,0,1,1,8.83,1
9296,2,Internet,RoundTrip,25,19,12,3,DMKOOL,Australia,1,1,1,8.83,0
9297,1,Internet,RoundTrip,34,29,1,2,DMKOOL,Australia,1,0,0,8.83,0
9298,1,Internet,RoundTrip,15,20,5,4,DMKOOL,Cambodia,1,1,0,8.83,0
9299,2,Internet,RoundTrip,57,17,2,3,DMKOOL,Australia,1,1,0,8.83,0
9300,1,Internet,RoundTrip,70,33,22,4,DMKOOL,United Kingdom,1,1,1,8.83,0
9301,1,Internet,RoundTrip,187,20,8,7,DMKOOL,Thailand,0,1,1,8.83,0
9302,1,Internet,RoundTrip,20,21,10,6,DMKOOL,Australia,0,0,1,8.83,0
9303,2,Internet,RoundTrip,18,66,4,4,DMKOOL,Australia,1,0,0,8.83,0
9304,2,Internet,RoundTrip,56,22,9,2,DMKOOL,Australia,1,1,0,8.83,0
9305,2,Internet,RoundTrip,21,22,3,7,DMKOOL,Thailand,1,1,1,8.83,0
9306,3,Internet,RoundTrip,22,32,3,2,DMKOOL,Thailand,1,1,1,8.83,1
9307,2,Internet,RoundTrip,46,23,2,2,DMKOOL,Australia,0,0,0,8.83,1
9308,1,Internet,RoundTrip,115,22,3,6,DMKOOL,Australia,1,0,1,8.83,0
9309,1,Internet,RoundTrip,37,21,9,1,DMKOOL,Australia,1,1,1,8.83,0
9310,1,Mobile,RoundTrip,34,17,6,7,DMKOOL,Thailand,1,1,1,8.83,1
9311,3,Internet,RoundTrip,319,25,8,5,DMKOOL,Australia,1,1,1,8.83,0
9312,1,Internet,RoundTrip,14,76,3,1,DMKOOL,Australia,1,0,0,8.83,0
9313,2,Internet,RoundTrip,316,30,23,3,DMKOOL,Australia,0,0,0,8.83,0
9314,2,Internet,RoundTrip,334,22,6,7,DMKOOL,Australia,1,1,1,8.83,0
9315,1,Internet,RoundTrip,58,29,12,4,DMKOOL,Australia,0,0,0,8.83,0
9316,2,Internet,RoundTrip,116,20,22,2,DMKOOL,Australia,1,1,0,8.83,0
9317,1,Internet,RoundTrip,104,30,2,7,DMKOOL,Australia,1,1,1,8.83,0
9318,1,Internet,RoundTrip,12,30,0,3,DMKOOL,Australia,0,0,0,8.83,0
9319,1,Internet,RoundTrip,92,28,6,7,DMKOOL,Australia,1,1,1,8.83,1
9320,1,Internet,RoundTrip,10,87,4,2,DMKOOL,Australia,1,1,0,8.83,0
9321,1,Internet,RoundTrip,3,21,7,5,DMKOOL,Australia,1,0,0,8.83,0
9322,4,Internet,RoundTrip,113,21,1,7,DMKOOL,Australia,1,1,1,8.83,0
9323,1,Internet,RoundTrip,56,31,14,1,DMKOOL,Australia,1,0,1,8.83,0
9324,1,Internet,RoundTrip,132,31,10,5,DMKOOL,United Kingdom,1,0,0,8.83,0
9325,2,Internet,RoundTrip,281,19,5,3,DMKOOL,Australia,1,0,1,8.83,0
9326,2,Internet,RoundTrip,35,25,10,2,DMKOOL,Australia,1,1,0,8.83,0
9327,1,Internet,RoundTrip,53,17,7,7,DMKOOL,Australia,1,0,0,8.83,0
